,img_src,title,link,id,developer_link,developer_name,description,price_inapp,category,num_downloads,num_downloads_approx,published,published_timestamp,pegi,filesize,os,software,price,rating
0,https://lh3.googleusercontent.com/lmUd79-D_inHLBUuyVna2CwYdlaI9HJv7Z0VABM_1JSZqHS_9bF82Cv6TSwH9Qw-uB4,Encounter Strike:Real Commando Secret Mission 2020,https://play.google.com/store/apps/details?id=com.gun.fun.anti.shoot&hl=nl&gl=nl,com.gun.fun.anti.shoot,https://play.google.com/store/apps/dev?id=7349188584754176815,Enjoy.GameStudio.Fun,"Welcome to the new free shooting game. You will play the role of master warrior in this new action game 2020. There are many free games and new 2020 games in the game store, but we are proud to launch a new shooting game in the game store, especially for army games and fps game lovers. <br><br>Principal Features:<br><br>• Offline game and Free Shooting Game play<br>• Simple and understandable Gun Shooting Control<br>• A huge range of assault Rifles(Sniper and Assault).<br>• Advanced enemy based on AI: The Challenge Is Real<br><br>Addictive games and modern weapons in this shooting game battle will excite your free time. You are a commando soldier on this operational battlefield and you are responsible for shooting enemy soldiers. Unlike other boring shooting games 2020, this is a fps shooting game including various deadly weapons, modern guns, battle arsenals and much more. You are a special force of elite troops, trained by special forces, so fight on the front line. You are equipped with many modern metal and modern shooting skills in this new game, and you should show yourself that you are a modern commando trained in the world. In the history of free games 2020, this shooting game is the best fps game for you.Challenging action pack fps new shooting mission for this shooting game.<br><br>If you are going to complete all these missions through advance gun battles, you will win the strike and survival game of 2020.In the history of 2020 fps games, this action game has many missions to complete army commando and shooting missions.  After completing each of the escaped free shooting challenges, you will be replaced with the next war and battle challenge. You have many weapons, such as sniper rifles and bullets, but these are locked. So in this offline game you should unlock them to shoot all enemies. This angry SWAT task is the best game for you. What are you waiting for now? Download this action game 2020 and taste the victory by shooting all the bad enemy soldiers.<br><br>The gameplay of this action game is very action packed &amp; very thrilling. Let’s enjoy this adventurous shooter game! Start your daily mission on enemies’ ground in this best offline or online shooting game to increase your player level. You have variety of modern weapons in this battle shooting games, just start your battle for free. All you have to do is to fight with the terrorist in new games.<br><br>Advanced  weapons and modern shooting:<br><br> Unlike other boring action games 2020, this fighting game is full of exciting storyline, so it is the best action game. If you like the new games of 2020, this commando game will satisfy all your cravings for shooting and killing.Leaders from the front line lead commando teams to success in various battlefields and battles. In this new shooting game 2020, your character is the best sniper, assault shooter and modern trained commando. In this free game you have modern weapons such as bullets, sniper rifles, assault rifles, pistols and grenades. You will have to show your sniper skills, action game skills and kill all enemies to hide. Your criminal enemy soldiers and prisoners are not normal enemies; they are very dangerous in this new shooting game. If you want to kill all enemy targets in this new action game, then you should show your sniper skills in this free game 2020. You are the best army shooter and runner to fight and fight in a shooting game environment. In this shootout game, you should shoot all criminals with bullets for a limited time.<br><br>Play one of the best offline games for unlimited fun. Explore the best offline shooting game levels in this army game.<br>Play it NOW!!","€ 2,09 - € 104,99 per item",GAME_ADVENTURE,26990058,10000000,Wed Aug  5 17:20:05 2020,1596631805,PEGI 16,Varieert per apparaat,4.1 en hoger,1.1.5,0 USD,3.982959
1,https://lh3.googleusercontent.com/OFTJIZPepEP446U--xBqp3naQm8RNLBkpDNVOm7iqgrBg_tpWI9Cuo1NPc-4qkubu2oO,FPS Commando Secret Mission - Free Shooting Games,https://play.google.com/store/apps/details?id=com.sgs.antiterrorism.counterattack.commandomissiongame&hl=nl&gl=nl,com.sgs.antiterrorism.counterattack.commandomissiongame,https://play.google.com/store/apps/developer?id=Hazel+Mobile+Games,Hazel Mobile Games,"<b>New FPS Shooting Game</b><br><br><b>Offline games in <font color=""red"">Dust Town</font></b><br><br>• Welcome to the fps army commando mission. You will encounter all terrorists as a specially trained army commando in this fps shooting games 2020. We honorably present real commando secret mission for all fps games lover. The addictive gameplay &amp; modern war weapons in the fps commando shooting game will make exciting your free time. You are a commando soldier of fps secret mission you have to eliminate all terrorists. Free shooting games include a variety of deadly weapons shotguns, knife, grenade, fry-pan  pistols &amp; assault rifles of all action games. You are an expert army commando so take charge and come at the front line to complete the real commando shooting mission.👮<br><br><b>Ready. Aim. Fire! for <font color=""blue"">Snow Time</font></b>    <br><br>• FPS shooting games offline are front-line strike games. Use your gun shooter skills and destroy all terrorist enemies in free shooting games. FPS commando game is fun of gun strike based on exciting story-line. Real commando shooting 3D game will fulfill your entire shooting craze as free games 2020. Victories are mission in a real commando shooting game, so use fighting skills and complete the impossible mission game. Your terrorist foes are not normal they are also fully trained to fight with any counter-attack special forces. So be ready, you are a special warrior of fps commando secret mission no need to fear about enemies in gun shooting games.💣<br><br><b>Non-stop action in <font color=""green"">City of Sin</font></b><br><br>• Real commando shooting 3D game - free games 2020 has many missions for army soldiers to complete them. If you will complete these entire fps commando shooting targets by advance weapons, then you will be a superb fighter of gun shooter games. At each level of success, you will promote to the next level. Play more and earn extra, unlock more powerful guns, survive till end to achieve real victory in action games. Keep track of your health while fighting with terrorists, get health kit and stay alive. Reload your gun timely and get a victory within the time limit to take over the enemies of action games.🔫 <br><br>First-person shooters<br>Enjoy one of the best offline games with unlimited fun. In this FPS shooting <br>game explore the best offline shooting game levels for real shooting fun.<br><br>The gameplay of multiplayer shooting games is very action-packed &amp; thrilling. Do you wish for the most addictive popular games, so enjoy this shooter game which is Suggested for you. Start your daily mission attacking upon enemies in this best offline shooting game to increase your player level &amp; Play with friends in NEW ERA. You have a variety of modern war weapons in this battleground shooting game, just start your battle for free. Let&#39;s come and fight with the terrorist in the new Strategy games.<br><br>Browse our most popular games<br>You’ll find it your favorite action Offline games if you like gun games. We offer one <br>of the best 3d gun shooting games that will entertain you with the best gaming experience <br>and insane HD graphics.<br><br>Now, what are you waiting for? Download FPS Commando Secret Mission - Free Shooting Games and taste the real victory.🔥 <br><br><b>Key Features</b><br><br>    Offline &amp; Free Shooting Game<br>    50+ Thrilling Missions<br>    Multiple Modern Weapons<br>    Realistic 3D Graphics<br>    Play in Multiple Battlegrounds<br>    Realistic assassination missions<br>    A huge range of assault Rifles<br>    Classic detailed battlegrounds <br>    Good Quality Sound Effects<br>    Addictive FPS Game Play of Action Games<br>    Simple &amp; Smooth Gun Shooting Control<br>    Interactive &amp; Action-Packed Environment<br><br>If you have no wifi, you can also play this offline game, absolutely free. <br>So download this interesting new game of 2020 available on Google Play Store for your <br>android smart phones &amp; tablets.<br><br>Rate &amp; review FPS Commando Secret Mission - Free Shooting Games, share with others.😊😊","€ 10,99 - € 109,99 per item",GAME_ADVENTURE,50902777,50000000,Tue Jul 14 10:16:04 2020,1594705564,PEGI 16,26M,4.4 en hoger,3.4,0 USD,3.9341147
2,https://lh3.googleusercontent.com/BRw7KJW2e5XkDPi9FpsJKw8Cl6qctMWSIxttnvxXXNm1Zs7BiJlcdFnMRb9UCHj77vh_,Counter Terrorist Strike 3D,https://play.google.com/store/apps/details?id=com.gunshooting.counterstrike.fps&hl=nl&gl=nl,com.gunshooting.counterstrike.fps,https://play.google.com/store/apps/dev?id=6288395361083092252,Fun Shooting Games For Free,"Are you ready for the most skill-based mobile FPS? Try a new battle shooter game with tactical to stop terrorism .Terrorists sneaked into the city and threatened people&#39;s safety. You are an elite commando of squad force.  Get into the battle right now and save the city by completing critical army operations.The terrorists hid in every corner of the city. You have to find them through radar and use sniper rifles to aim and destroy all enemies.<br><br><br>Are you ready? Test out your shooting skills in this exciting fast-paced shooting game! Experience action, where fast reflexes and TACTICAL skills are essential to success. <br>Be the best shooter in every beautifully crafted maps! The combat is real, and you can be the hero. <br><br><br>Features:<br>-Realistic 3D graphics and cool animations<br>-Play in multiple battlegrounds and lots of thrilling missions<br>-Addicting FPS gameplay<br>-Easy play and smooth control <br>-Weapons: guns, pistols, snipers, automatic rifles, shotguns, grenades!<br>-Perfect optimization even for weak devices!<br><br>Challenge your shooting and war strategy skills here!  Train yourself to be the best, Just like the Professionals. Enjoy this battle game !","€ 2,09 - € 109,99 per item",GAME_ADVENTURE,16796300,10000000,Fri Jul  3 15:59:30 2020,1593775770,PEGI 16,Varieert per apparaat,4.1 en hoger,1.1.1,0 USD,3.9083245
3,https://lh3.googleusercontent.com/J_gzpkLpYP736xCqKRoq971WerqNVgeCiugyGW73LBO5riX4LsUW02IkvIr0OGHNSJY,DEAD TARGET: Zombie Offline,https://play.google.com/store/apps/details?id=com.vng.g6.a.zombie&hl=nl&gl=nl,com.vng.g6.a.zombie,https://play.google.com/store/apps/dev?id=5579086278019851339,VNG GAME STUDIOS,"Houd je verdediging hoog en schiet zombies neer in een van de beste first-person shooters, DEAD TARGET. Kun jij de sleutel tot overleven in Zombie Games achterhalen?<br><br>Miljoenen shooters schieten om zombies te doden en de wereld te redden, laten we ons bij hen voegen en de beste worden!<br><br>In 2040 sloeg de Eerste Wereldoorlog toe en de grenzen van het land veranderden. De zombie-apocalyps begon. Een speciaal sluipschutterteam werd ingehuurd om naar de oorlogvoering te gaan, verzamel wapens en leveringen om de mensheid te redden!<br><br>Vecht voor overleving in een zombie-apocalyps met het zombie-shooter-spel. Kies een beste wapen om tegen de doden te vechten die naar je toe komen.<br><br>Dood alle doden en laat geen zombies in leven !! Ben je klaar voor alle actie en avontuur in dit geweldige schietspel? Als je geen dode wilt zijn, probeer dan je best in schieten en doden in prachtige zombieschietspellen!<br><br>Deze Zombies-game is een FPS-game waarin je kunt:<br>- Schietende zombies in dit verslavende schietspel met epische 3D-wapens<br>- Upgrade wapens en uitrusting om de komende zombiegolven te trotseren in offline zombie-spellen<br>- Ervaar 3D-opnamen als een zombiejager in het beste zombiegame<br>- Dood zombies van alle soorten in de doden wanneer je je lef naar het hoogste niveau zet<br><br>-------<br>DEAD TARGET FUNCTIES:<br><br>APOCALYPS - KAN U OVERLEVEN?<br>- Een gratis FPS-off-line game waarbij enorme golven van zombies naar je toe komen als de storm<br>- Schiet zombies neer voordat de invasie naar je toe komt, de doden kunnen op elk moment in Zombie-spellen komen<br>- Dood zombie door hoofdschot om te overleven in het echt schietspel<br><br>VERSCHEIDENHEID VAN ZOMBIES IN OFFLINE SCHIETENDE SPELLEN<br>- Zombies met verschillende moordcapaciteiten in de beste offline game<br>- Deze zombie-game offline heeft een aantal zombies die extreem kunnen worden geïnfecteerd met het virus<br>- Deze Zombie-game is een van de Zombies Shooting-spellen met de meeste zombietypen<br><br>KRACHTIGE WAPENS OFFLINE SPELLEN<br>- schietspel met meerdere wapens - een geweer, jachtgeweer en meer<br>- Upgrade de trigger en elk deel van het pistool om een ​​zombie te schieten<br>- Ontgrendel 3D-wapens wanneer je een rangorde hebt en je kracht verbetert om een ​​echte moordenaar te worden in sluipschutterspelletjes<br>- Ontdek gevechtsbewegingen in het schietspel met verschillende wapens<br>- Schiet zombies met de juiste boost om een ​​terminator te worden op het slagveld om zombies te winnen<br><br>VERSLAVENDE VRAGEN &amp; RESULTATEN IN BEST GUN-GAME<br>- Schiet op zombies om te overleven in zombie-overlevingsspellen en voltooi missies om meer coole items in snipergames te rangschikken en te ontgrendelen<br>- Schiet zombies zodat je de laatste bent die staat en een legende wordt in dit schietspel met zombies<br>- rare prestaties zijn altijd de best betaalde in dit zombie-spel<br><br>STRIJD OP VERSCHILLENDE KAARTEN IN ACTIEGAMES<br>- Voorkom dat zombies ontsnappen en verdedig de overtreding van de frontlinies in offline games<br>- Een nauwkeurig schot in schietspellen kan een explosie veroorzaken die de sluipschutter op het juiste moment kan redden<br>- Zombie shooter-games met veel soorten land om te ontdekken<br><br>EPIC EFFECTEN IN ZOMBIE HUNTER<br>- Geniet van 3D-graphics met realistische belichting om de infectie van zombie in het sluipschutterspel te presenteren<br>- schietspel met wapens die verschillende geluidseffecten hebben om hun real-life versies te vertegenwoordigen<br>- Ervaar de doden met realistische graphics in zombie vechtspellen<br><br>LEADERBOARD SHOOTER GAME<br>- Vergelijk je kill-records om te weten wie de beste shooter is<br>- Deel wat je hebt gedaan in het beste schietspel<br>- Schiet op de meeste zombies om de beste zombiejager te worden in het offline spel<br><br>Kun je de zombie-apocalyps overleven? Bescherm de frontlinies in het FPS-spel, DEAD TARGET. Download nu om zombies te schieten in de beste offline game<br><br>------<br>OPMERKING: De game vereist READ_EXTERNAL_STORAGE, WRITE_EXTERNAL_STORAGE om een ​​aantal functies te spelen.","€ 0,71 - € 104,99 per item",GAME_ACTION,99675407,50000000,Mon Sep 21 07:40:54 2020,1600661454,PEGI 16,Varieert per apparaat,4.1 en hoger,4.47.1.1,0 USD,4.465652
4,https://lh3.googleusercontent.com/lYzn61PQ3Dlm80iGv3NuFPOrmov8dtNSpYdnytrDmyr4rd9q-K-psxVTq2xKhZRUvg,Cover Strike - 3D Team Shooter,https://play.google.com/store/apps/details?id=com.gun.black.ops&hl=nl&gl=nl,com.gun.black.ops,https://play.google.com/store/apps/dev?id=6291860569891816067,Top Actions,"<b>ACCEPT THE CHALLENGE</b><br>Are you FPS Fans? Cover Strike(CS) is a 3d fps offline team shooting game designed for FPS fans.Join the battle and destory all enemies with your team now.It&#39;s totally free to play !<br><br>New maps,new weapons,new game modes are waiting for you in this incredible action game,where terrorists and your team going to engage the battle not for life,but to death.<br><br><b>KEY FEATURES</b><br>√ More than 20 skinned modern guns like Desert eagle,AK47,M4A1,AWP,GATLIN and so on.<br>√ Realistic 3D graphics and cool animations<br>√ Many maps with different tactics<br>√ Easy play and smooth control<br>√ Completely offline that you can play everywhere and any time<br>√ Perfect optimization even for weak devices!<br><br><b>SUPPORT</b><br>You can download and play this game by free.Please be informed that it also allows you to purchase virtual items within app and may contain third-party advertisements that may redirect you to a third-party website.<br><br>If you have any problem please feel free to contact us via:<br><br>Email:topactionsgame@gmail.com<br><br>Enjoy yourself!<br><br><b>Battle not for life ,but to death!</b>","€ 1,09 - € 54,99 per item",GAME_ACTION,71364748,50000000,Wed Sep 16 11:26:53 2020,1600239413,PEGI 12,62M,4.1 en hoger,1.5.20,0 USD,3.9027705
5,https://lh3.googleusercontent.com/ZxdDY3y3nkJYmPy_xawyEsRkoQM8qz8pdyBUGPiR03MIxCkxQEtnvNv6j1humBOfPoY,Special Ops 2020: Encounter Shooting Games 3D- FPS,https://play.google.com/store/apps/details?id=com.freeshooting.specialforces.war3d&hl=nl&gl=nl,com.freeshooting.specialforces.war3d,https://play.google.com/store/apps/dev?id=4745641900732694767,Fun Shooting Games - FPS,"Are you ready for the most skill-based mobile FPS? Join a match and see if you can wipe out all of your enemies on the other squad. <br><br>It’s an awesome first person shooter game that will let you go into battle against soldiers, snipers, and other fearless combat veterans. Will you be able to hold your own in this thrilling action game? The enemies will show you no mercy. Join a match and team up with a squad in prison,storage,small town,and more. You’ll need to hunt down and eliminate your enemies with everything from sniper rifles and machine guns to grenades and pistols. Fight your way to the top of the leaderboard, earn tons of gold, and prove you’ve got what it takes to become an elite warrior. <br><br>Are you ready? The combat is real, and you can be the hero. Good Luck!<br><br><br>KEY FEATURES<br>√ Realistic 3D graphics and cool animations<br>√ Play in multiple battlegrounds and lots of thrilling missions<br>√ Many maps with different tactics<br>√ Easy play and smooth control<br>√ Weapons: guns, pistols, snipers, automatic rifles, shotguns, grenades!<br>√ Completely offline that you can play everywhere and any time<br>√ Perfect optimization even for weak devices!<br><br>Are you ready to shoot, run, hide, and kill? Join our team battles and gain a reputation for YOU and your team. Enjoy this battle game !","€ 2,19 - € 109,99 per item",GAME_ROLE_PLAYING,17745815,10000000,Tue May 12 14:34:40 2020,1589277880,PEGI 16,52M,4.1 en hoger,1.0.9,0 USD,3.912865
6,https://lh3.googleusercontent.com/47n9TeAsvbMOh4UORQDAsJ8hODdj9uRXUP_f6wtkQwULv8rXL6n1DDIYIb6TId8WPTE,Karate Koning Fighting games: Super Kung Fu Fight,https://play.google.com/store/apps/details?id=com.fs.karate.king.fighting&hl=nl&gl=nl,com.fs.karate.king.fighting,https://play.google.com/store/apps/developer?id=Fighting+Sports,Fighting Sports,"Geef de wereld van Real Kung Fu Karate:<br>Karate koning Fighting 2020: Super Kung Fu Fight aanbiedingen echte ninja combat &amp; aanval game-ervaring met bloed pompen schaduw karate laatste gevechten uitdagingen. Speel de zwaarste van de echte kick vechtspel tegen wereld pro legendes vechten kampioen ooit. Super kung fu schaduw karate strijd spel 3D is kung fu karate spel klaar voor Modern Combat sportliefhebbers. Bent u professioneel genoeg om een ​​gigantische kampioen in deze kick vechten wedstrijd 2020 te controleren? Ultimate dragon karate kung fu fighting kampioen is een spannende arcade vechten laatste actie spel. Het is het avontuur arcade spel om te genieten van dragon karate fighting &amp; super kung fu schaduw karate gevecht gameplay. Dragon karate liefhebbers zullen genieten van ultimate fighting 3D-game-ervaring. Trophies zijn de winnaars van de draak karate kampioenen.<br><br>Reis naar het Champions World:<br>In dit spel, je bent een schaduw karate vechter die vecht tegen de wereld durven super vechters, die overgaat in real beste gevechten met het gevoel van ultieme dood of levend regels. Geniet van dragon karate fighting &amp; super kung fu schaduw karate strijd spel en leer hoe u de hand vechten om de hand, ongewapend, met je stoten en trappen hoe je jezelf te gebruiken met verbazingwekkende vaardigheid om de vijand te trappen en stoten te blokkeren is ook een essentieel onderdeel van vechtsporten . Laten we &#39;s werelds grootste schaduw karate kick vechter als een strijd tegen ninja super vechters in deze extreme-spel vol actie. Bewijs je vaardigheden als de machtige meester ninja tegen super anime strijders. 2020 beste kung fu en karate fighting game is een combo en extreme actie fighting game met gratis avonturen tegen legende strijders. Dragon karate rivalen zijn klaar voor harde punch en kick-show.<br><br>Gezicht Deadly Dangerous Tegenstanders:<br>Strijd tegen de machtige rivalen, te winnen over hen en verdien punten om nieuwe gelederen van uw progressie te ontgrendelen. Je tegenstander maakt gebruik van diverse vechtstijlen waaronder taekwondo, muay Thai, kung fu, boksen, en anderen. Snel reageren op elke beweging van je vijand legendes die vecht met u in deze vechtsporten spel en laat uw top-level vechten vaardigheden om alle concurrenten te overwinnen met de kracht van kung fu schaduw karate tijgerklauw stijl. Dus waar wacht je op? aanhoudende passie Let&#39;s en bloed op hetzelfde moment.<br><br>Tactieken om Word Ultimate Karate Fighter:<br>Vecht slim gebruik van tactiek zoals stoten, trappen, super stoten, superkicks en flip kicks met alle uitdager anime vechters en versla ze slecht in deze real kung fu vechtspellen strijd. Upgrade je kracht, snelheid en nauwkeurigheid met nieuwe stakingen en legende vechtstijlen als make jab, haak en uppercut, krijgen punten voor elke winnende wedstrijd. Neem tijdig besluit, aanval op de vijand met stoten en trappen op de juiste tijd, en blokkeren vijandelijke aanval met behulp van nauwkeurigheid en snelheid in uw ultieme acties. In het gevoel van echte zelfverdediging &amp; aanvallende combat game. Gebruik snelle reflexen en special moves, ontketenen heftige stoten en combo&#39;s, sloegen alle uitdagers, en word de koning van de draak karate nu.<br><br>Karate Koning Fighting games: Super Kung Fu Fight Kenmerken:<br><br>• Speel met je super dragon Karate legende in Kung fu koning gevechten<br>• Versla kung fu vechters &amp; beloond punten naar volgende toernooi ontgrendelen<br>• Gebruik super ninja macht om snel knock down energie de uitdager<br>• Vecht tegen gevaarlijke strijders en word Dragon karatekampioen<br>• Prachtige graphics en omgeving om uw vechten passie te verhogen<br>• Intuïtieve en glad wat betreft het scherm controles<br>• Achtergrondmuziek en geluidseffecten zullen je energie te upgraden in de schaduw Karate ring<br>• Geavanceerde animatie en verbluffende 3D-graphics brengen de echte draak karate ervaring<br>• Kijk belonen video&#39;s en verdien extra munten om nieuwe strijders te ontgrendelen","€ 0,99 - € 4,99 per item",GAME_ROLE_PLAYING,22413605,10000000,Wed Sep 30 14:26:17 2020,1601463377,PEGI 12,Varieert per apparaat,4.4 en hoger,1.6.1,0 USD,4.274463
7,https://lh3.googleusercontent.com/xBbJ3Mkbaf7d6d8OATJeiXMKcHDhDqFnlsnSzGWsAoEpZUAMVD2hTs72qsaHahEGJZA,Gun Strike: Real 3D Shooting Games- FPS,https://play.google.com/store/apps/details?id=com.devgame66.csshot&hl=nl&gl=nl,com.devgame66.csshot,https://play.google.com/store/apps/dev?id=4745641900732694767,Fun Shooting Games - FPS,"Welcome to #1 counter terrorism shooting game.You are a well trained special forces commando and you are equipped with modern weapons.In this game your mission is to destroy enemy camps to save your country from terrorism. Are you ready? Be the best shooter in every environment! The combat is real and you can be the hero. <br><br>Remember: You are an elite shooter of special forces. Use your gun to shoot down all enemies in various fighting areas and try to survive. enjoy this battle game. <br><br>Call the best shooter, the gun is ready to duty! A top shooter can fight by himself with a whole army!  Good Luck !<br><br>Features:<br>-Realistic 3d Effects<br>-Amazing Animations<br>-Smooth Game Controls<br>-Addicting FPS Gameplay<br>-Smart and Intelligent Enemy AI System<br>-Limited Data Usage<br>-Modern Guns: guns, pistols, snipers, automatic rifles, shotguns, grenades!<br>-Play in multiple battlegrounds and lots of thrilling missions<br>-Perfect optimization even for weak devices!<br><br>Download now for free one of the best fun FPS shooting games. Clash with the criminals on different scenarios.","€ 2,09 - € 109,99 per item",GAME_ROLE_PLAYING,45066171,10000000,Wed Jan 15 06:48:26 2020,1579058306,PEGI 16,46M,4.1 en hoger,2.0.2,0 USD,3.8450344
8,https://lh3.googleusercontent.com/WWGUr7GrKkO1TCqUPvHk-l4lZ_O8CTUFvkHExdQbx4sln8SKlrX9Ezqc6vYFfKQ_sNOX,Wild Deer Hunting Adventure: Animal Shooting Games,https://play.google.com/store/apps/details?id=com.gz.deer.hunting.shooting&hl=nl&gl=nl,com.gz.deer.hunting.shooting,https://play.google.com/store/apps/developer?id=SOTEC+APPS,SOTEC APPS,"SOTEC proudly presents a new fps hunting game Recommended for you. Free Offline Shooting Games invite you to expand your animal hunting visions in pro style. This new episode of deer hunting games is suggested for you to enjoy thrills of modern hunting games in it. Step in this post modern hunting adventure of where intense graphic and catchy story line makes your free time full with fun and entertainment. This new gaming experience will take you to a whole new shooting level of excitement in this offline fps shooting game 2020. You have to play the role of a wild deer hunter in this ongoing offline game 2020 by making grand show of all your internal and external hunting skills. Your duty is to hunt as many deer as you can to verify your aiming powers of the best online shooting games. Be very skillful hunter in this offline sniper game and research your targeted animals where dozens of inspirational missions of world’s best shooting offline game for free are ready for you. <br><br>Connect with new action-packed games where a lot of sniper and offline shooting missions of animal shooting games are for you in the action category. Ready. Aim. Fire and hunt all animals of action game 2020 by repeating your hunting aptitudes of animal attack games. Launch yourself as trained bullet hunter of world best action and adventure shooting games and enjoy sniper offline game in legend style of offline new games 2020 for free. New game Download now from Google Play Store for your android smart phone &amp; tablet.<br>First-person shooters<br>Enjoy one of the best offline games with unlimited fun. In this FPS shooting game explore the best offline shooting game levels for real shooting fun.<br><br>Browse our most popular game<br>You’ll find it your favorite offline action game if you like gun games. We offer one of the top 3d gun shooting games that will entertain you with best gaming experience and great graphics.<br><br>Enter into free hunting game in updated mode of jungle hunter games. Be a real hunter through action game with a lot of action packed &amp; very thrilling smacks of FPS forest hunter games. Join this mix up of shooting games and most popular games which is in adventurous shooter game and this best offline or online shooting game refreshes your memories of battle shooting games and fps fighter games. Have real backup of fire shooting games and battle for free in new games to make your free time full with hunting fun.<br>You can kill animals in this one-man commando shooting games. It is recommended for you to be part of FPS gun games and offline shooting games with genuine action of hunting game and sniper shooting game. Dive into offline commando games to take control of sniper&amp; assault guns of action shooting games and have real tangs of fps world  action games in sniper offline game. Enjoy your stay in one of the best deer hunting times by entering in fps hunting games where a lot of new games are waiting for you. New shooting games online make you the best safari hunter during jungle wild hunt which is highly recommended for you in the category of wild animal games. you need to make a strategy to play this fps one man action games, play offline games now.<br>Now download free and get pleasure with this Action-adventure games and sniper shooting game 2020.Don’t leave safari deer hunting 2020 and make your mark in hunt deer games by meeting all hunting challenges of hunting challenge games. Download free and enjoy best deer hunting and new shooting games.<br><br>Wild Deer Hunting Adventure –FPS Shooting Games features:<br>-New safari hunting 3d game.<br>-Wild hunting adventure.<br>-Effective sniper gun.<br>-Endless treasure of ammunition.<br>-Action paced hunting camping.<br>-Sniper gun shooter missions.<br>-First person shooting aptitudes.<br>-Realistic shooting missions.<br><br>If you have no wifi, you can also play this offline game, absolutely free. So download this interesting game of 2020 offered by SOTEC available on Google Play Store for your android smart phones &amp; tablets.","€ 13,99 - € 129,99 per item",GAME_ADVENTURE,24550829,10000000,Fri Sep 18 19:59:31 2020,1600442971,PEGI 16,84M,4.1 en hoger,1.0.29,0 USD,3.7447276
9,https://lh3.googleusercontent.com/7GHoQF-7XHbDaQuZI03pXk5ijp48tr-weYdKuOZFhs8UKyTf-z9sVSvmg_JVRdo-9vE,Payback 2 - The Battle Sandbox,https://play.google.com/store/apps/details?id=net.apex_designs.payback2&hl=nl&gl=nl,net.apex_designs.payback2,https://play.google.com/store/apps/developer?id=Apex+Designs+Entertainment+Ltd,Apex Designs Entertainment Ltd,"Gaming App of The Day - Kotaku.com<br><br>&quot;[Payback 2] manages to create a sense of overblown fun that permeates everything from straightforward races to capture the flag-inspired heists ... an immensely entertaining experience&quot; - pocketgamer.co.uk <br><br>Featured as one of the best games of the week by The Guardian<br><br>&quot;There’s a ton of stuff to do which is what gives Payback 2 such an interesting atmosphere&quot; - Super Game Droid<br><br>Android Authority&#39;s Indie App of the Day<br><br>DESCRIPTION:<br>Payback 2 includes everything from tank battles to high speed helicopter races to huge gang battles - but you really have to try it get a feel for how much variety there is, and we&#39;re adding more all the time!<br><br>FEATURES: <br>• VARIED CAMPAIGN. Fifty campaign events featuring massive street brawls, rocket car races and much, much more! <br>• TAKE ON THE WORLD. Battle your friends or over a million other players online with the game&#39;s extensive multiplayer, leaderboard and Google Play support. <br>• HOURLY, DAILY AND WEEKLY CHALLENGES. Try to beat the rest of the world in the latest new events! <br>• ENDLESS REPLAYABILITY. Make your own events in &quot;custom mode&quot; using any combination of the game&#39;s seven cities, nine game modes, varied weaponry and dozens of vehicles.","€ 4,99 - € 79,99 per item",GAME_ARCADE,105286766,100000000,Fri Jun 26 19:48:20 2020,1593184700,PEGI 12,100M,5.0 en hoger,2.104.9,0 USD,4.3354135
